var,Coef.BaboonPanTissue,Coef.BaboonAdipose,Coef.BaboonBrain,Coef.BaboonCortex,Coef.BaboonLiver,Coef.BaboonMuscle,Coef.BaboonHeart,Coef.HumanBaboonAgeLogLinear,Coef.HumanBaboonRelativeAge,Coef.PrimateClockSqrt,Coef.PrimateRelativeAge,Coef.LemurMultiTissue,rep..Homo_sapiens.hg19...dim.datAnnotation...1...,CGid,SYMBOL,GeneRegionID,seqnames,CGstart,CGend,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,ENTREZID,transcriptId,distanceToTSS,ENSEMBL,GENENAME,flank_txIds,flank_geneIds,flank_gene_distances,genic,Intergenic,Promoter,fiveUTR,threeUTR,Exon,Intron,downstream,distal_intergenic,main_Categories,CpGislandseqnames,CpGislandstart,CpGislandend,CpGislandwidth,CpGislandstrand,CpGislandlen,CpGislandcount,CpGislandgc,CpGislandoe,CpGislandden,CpGislandpvalue,CpGisland,stackHMM,repeatElements
cg05262155,NA,NA,-2.41054239,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg05262155,NRIP1,NRIP1_Promoter,chr21,16437344,16437345,50,+,Promoter (<=1kb),21,16333556,16438231,104676,2,8204,uc031ruy.1,887,ENSG00000180530,nuclear receptor interacting protein 1,uc002yjx.2;uc031ruy.1;uc031ruz.1,8204;8204;8204,0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Promoter,21,16436497,16437425,929,*,929,139,0.782561895,0.983765294,0.149623251,3.15E-122,CpGisland,TSS2,NA
cg08058566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540834029,NA,NA,Homo_sapiens.hg19,cg08058566,ACIN1,ACIN1_Exon,chr14,23536580,23536581,50,-,"Exon (uc001wio.4/22985, exon 2 of 12)",14,23527774,23564823,37050,2,22985,uc001wit.4,28243,ENSG00000100813,apoptotic chromatin condensation inducer 1,uc001wio.4;uc001wip.4;uc001wiq.4;uc001wir.4;uc001wis.4;uc001wit.4;uc010akg.3;uc010tnj.2,22985;22985;22985;22985;22985;22985;22985;22985,0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx4,NA
cg11429292,NA,NA,NA,NA,NA,NA,NA,-0.024009289,-0.006746769,NA,NA,NA,Homo_sapiens.hg19,cg11429292,LAG3,LAG3_Intergenic_downstream,chr12,6888035,6888036,51,-,Downstream (<1kb),12,6881681,6887621,5941,1,3902,uc001qqu.3,6404,ENSG00000089692,lymphocyte activating 3,uc001qqs.3;uc001qqt.4;uc001qqu.3,3902;3902;3902,0;0;0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Intergenic_downstream,12,6888008,6888117,110,*,110,17,0.663636364,1.530278232,0.154545455,1.50E-15,CpGisland,PromF5,Simple_repeat
cg01383681,NA,NA,NA,NA,NA,NA,NA,-0.235693681,NA,NA,NA,NA,Homo_sapiens.hg19,cg01383681,WAPL,WAPL_fiveUTR,chr10,88281444,88281445,51,+,Promoter (<=1kb),10,88195013,88281541,86529,2,23063,uc001kdo.3,97,ENSG00000062650,WAPL cohesin release factor,uc001kdn.3;uc001kdo.3;uc009xsw.3;uc010qmh.1;uc010qmi.1;uc010qmj.1,23063;23063;23063;23063;23063;23063,0;0;0;-237;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,10,88281406,88281445,40,*,40,9,0.875,1.258741259,0.225,4.74E-10,CpGisland,PromF4,NA
cg24966735,NA,NA,NA,NA,NA,NA,NA,0.024295124,NA,NA,NA,NA,Homo_sapiens.hg19,cg24966735,KLF12,KLF12_fiveUTR,chr13,74708143,74708144,50,-,Promoter (<=1kb),13,74260149,74708394,448246,2,11278,uc010aeq.3,251,ENSG00000118922,Kruppel like factor 12,uc001vjf.3;uc031qme.1;uc010aeq.3;uc001vjg.3,11278;11278;11278;11278,0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,13,74708078,74708293,216,*,216,18,0.652777778,0.788961039,0.083333333,2.48E-11,CpGisland,PromF4,NA
cg01614688,NA,NA,NA,NA,NA,NA,NA,0.131552152,NA,NA,NA,NA,Homo_sapiens.hg19,cg01614688,SP6,SP6_Intergenic_upstream,chr17,45946305,45946306,50,-,Distal Intergenic,17,45922280,45933240,10961,2,80320,uc002imh.1,-13115,ENSG00000189120,Sp6 transcription factor,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC5,NA
cg27248455,NA,NA,NA,NA,NA,NA,NA,-0.084891307,NA,NA,NA,NA,Homo_sapiens.hg19,cg27248455,HES7,HES7_threeUTR,chr17,8024759,8024760,51,-,3' UTR,17,8023908,8027410,3503,2,84667,uc002gkb.2,2601,ENSG00000179111,hes family bHLH transcription factor 7,uc002gka.3;uc010cnr.3;uc010vuo.2;uc010vup.2;uc002gkb.2;uc002gkc.3,59344;59344;59344;59344;84667;84667,-2952;-2899;-2525;-2525;0;0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,threeUTR,17,8024759,8024868,110,*,110,12,0.763636364,0.857699805,0.109090909,4.43E-09,CpGisland,TSS2,NA
cg11997728,NA,NA,NA,NA,NA,NA,NA,-0.08683696,-0.003308062,NA,NA,NA,Homo_sapiens.hg19,cg11997728,SYT7,SYT7_Intron,chr11,61310047,61310048,50,-,"Intron (uc001nrv.3/9066, intron 3 of 8)",11,61281188,61348344,67157,2,9066,uc001nrv.3,38298,ENSG00000011347,synaptotagmin 7,uc001nrv.3;uc009ynr.3;uc001nrx.1,9066;9066;9066,0;0;13633,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,11,61309911,61310048,138,*,138,10,0.68115942,0.648496241,0.072463768,6.05E-06,CpGisland,EnhA19,NA
cg04674625,NA,NA,NA,NA,NA,1.635704637,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg04674625,NKX2-2,NKX2-2_Promoter,chr20,21496690,21496691,50,-,Promoter (2-3kb),20,21491660,21494664,3005,2,4821,uc002wsi.3,-2025,ENSG00000125820,NK2 homeobox 2,uc002wsi.3,4821,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,20,21496591,21496757,167,*,167,15,0.51497006,1.357723577,0.089820359,5.36E-10,CpGisland,BivProm2,NA
cg12052580,NA,NA,NA,NA,NA,NA,NA,-0.04752213,-0.010206476,NA,NA,NA,Homo_sapiens.hg19,cg12052580,DDX1,DDX1_Intron,chr2,15834503,15834504,51,-,"Intron (uc002rcf.1/uc002rcf.1, intron 2 of 5)",2,15731745,15768963,37219,1,1653,uc010yjq.2,102808,ENSG00000079785,DEAD-box helicase 1,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk3,NA
cg14234063,NA,NA,NA,NA,NA,-0.354420203,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg14234063,USP54,USP54_fiveUTR,chr10,75289990,75289991,51,-,5' UTR,10,75257296,75335433,78138,2,159195,uc001juo.3,45393,ENSG00000166348,ubiquitin specific peptidase 54,uc001juk.3;uc001jul.3;uc001jum.3;uc001jun.3;uc001juo.3;uc001jup.3;uc010qkl.1,159195;159195;159195;159195;159195;159195;159195,0;0;0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx8,NA
cg26917960,NA,NA,NA,NA,NA,NA,NA,0.53456358,0.073364921,NA,NA,NA,Homo_sapiens.hg19,cg26917960,DENND1A,DENND1A_Intron,chr9,126185075,126185076,50,+,"Intron (uc010mwh.1/57706, intron 1 of 4)",9,126141933,126692417,550485,2,57706,uc004bnz.1,507292,ENSG00000119522,DENN domain containing 1A,uc010mwh.1;uc011lzl.1;uc004bny.1;uc004bnz.1;uc011lzm.1;uc004boa.1;uc004bob.1;uc004boc.3,57706;57706;57706;57706;57706;57706;57706;57706,0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEnh5,NA
cg15091323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067811998,NA,NA,Homo_sapiens.hg19,cg15091323,BCL11A,BCL11A_fiveUTR,chr2,60780474,60780475,50,+,Promoter (<=1kb),2,60678302,60780633,102332,2,53335,uc002sab.3,109,ENSG00000119866,BAF chromatin remodeling complex subunit BCL11A,uc002sab.3;uc002sac.3;uc010ypi.2;uc010ypj.2;uc002sae.1;uc002saf.1;uc010fcg.3,53335;53335;53335;53335;53335;53335;53335,0;0;0;0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,2,60780350,60780484,135,*,135,22,0.725925926,1.346938776,0.162962963,1.15E-20,CpGisland,TSS2,NA
cg17050986,NA,NA,NA,NA,NA,NA,NA,-0.197465859,-0.017945322,NA,NA,NA,Homo_sapiens.hg19,cg17050986,SCN5A,SCN5A_Exon,chr3,38655521,38655522,50,-,"Exon (uc021wvi.1/6331, exon 3 of 25)",3,38589553,38691164,101612,2,6331,uc021wvq.1,35643,ENSG00000183873,sodium voltage-gated channel alpha subunit 5,uc021wvi.1;uc021wvj.1;uc021wvk.1;uc021wvl.1;uc021wvm.1;uc021wvn.1;uc021wvo.1;uc021wvp.1;uc021wvq.1;uc021wvr.1;uc021wvs.1;uc021wvt.1;uc021wvu.1;uc021wvv.1;uc010hhl.1,6331;6331;6331;6331;6331;6331;6331;6331;6331;6331;6331;6331;6331;6331;6331,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC4,NA
cg02304325,NA,NA,NA,NA,NA,NA,NA,-0.685810371,NA,NA,NA,NA,Homo_sapiens.hg19,cg02304325,IER5L,IER5L_fiveUTR,chr9,131940337,131940338,50,+,Promoter (<=1kb),9,131937831,131940540,2710,2,389792,uc010myt.1,203,ENSG00000188483,immediate early response 5 like,uc010myt.1,389792,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,9,131940253,131940587,335,*,335,44,0.731343284,0.982273757,0.131343284,3.92E-36,CpGisland,PromF4,NA
cg14486003,NA,NA,NA,NA,NA,NA,NA,-0.196393435,NA,NA,NA,NA,Homo_sapiens.hg19,cg14486003,LINC01101,LINC01101_Intergenic_downstream,chr2,121199666,121199667,51,+,Distal Intergenic,2,121221911,121223925,2015,2,84931,uc002tmo.2,24259,ENSG00000280409,long intergenic non-protein coding RNA 1101,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg26077811,NA,NA,-2.800058047,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg26077811,USP2,USP2_Intron,chr11,119232263,119232264,51,-,"Intron (uc001pwl.4/9099, intron 1 of 11)",11,119225925,119234892,8968,2,9099,uc001pwl.4,2579,ENSG00000036672,ubiquitin specific peptidase 2,uc001pwl.4;uc001pwm.4;uc001pwn.4,9099;9099;9099,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF1,NA
cg25896754,NA,NA,NA,NA,NA,NA,NA,-0.975507936,NA,NA,NA,NA,Homo_sapiens.hg19,cg25896754,TP53,TP53_fiveUTR,chr17,7590877,7590878,51,+,Promoter (<=1kb),17,7571720,7590868,19149,2,7157,uc002gij.3,0,ENSG00000141510,tumor protein p53,uc010vuh.2;uc010vui.2;uc002gip.3;uc002giq.3;uc002gir.3;uc010cnl.3;uc002gij.3;uc002gim.3;uc010cnh.2;uc010cni.2;uc031qyq.1;uc002gin.3;uc002gio.3;uc010vug.3;uc010cnk.2,55135;55135;55135;55135;55135;55135;7157;7157;7157;7157;7157;7157;7157;7157;7157,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF4,NA
cg16358826,NA,NA,NA,NA,NA,NA,NA,-0.02632678,NA,NA,NA,NA,Homo_sapiens.hg19,cg16358826,GABRA4,GABRA4_fiveUTR,chr4,46996264,46996265,51,-,Promoter (<=1kb),4,46920917,46996424,75508,2,2557,uc003gxg.3,110,ENSG00000109158,gamma-aminobutyric acid type A receptor alpha4 subunit,uc021xnz.1;uc021xoa.1;uc003gxg.3,2557;2557;2557,0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg08687401,NA,NA,NA,3.672669504,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg08687401,EN1,EN1_Promoter,chr2,119607808,119607809,51,-,Promoter (2-3kb),2,119599747,119605759,6013,2,2019,uc002tlm.3,-2099,ENSG00000163064,engrailed homeobox 1,uc002tlm.3,2019,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,2,119607799,119607937,139,*,139,18,0.748201439,0.97734375,0.129496403,6.95E-15,CpGisland,ReprPC1,NA
cg26782661,NA,NA,-1.749677451,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg26782661,BCOR,BCOR_Intron,chrX,40013751,40013752,51,-,"Intron (uc004deo.4/54880, intron 1 of 13)",23,39910499,40036582,126084,2,54880,uc004deo.4,22781,ENSG00000183337,BCL6 corepressor,uc004deo.4;uc004dep.4,54880;54880,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TSS2,NA
cg21950518,NA,NA,NA,NA,NA,NA,NA,-0.121434666,NA,NA,NA,NA,Homo_sapiens.hg19,cg21950518,IL6ST,IL6ST_fiveUTR,chr5,55290746,55290747,51,+,Promoter (<=1kb),5,55230925,55290821,59897,2,3572,uc003jqq.3,75,ENSG00000134352,interleukin 6 signal transducer,uc003jqq.3;uc003jqr.3;uc010iwb.3;uc003jqs.3,3572;3572;3572;441072,0;0;0;-249,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,5,55290501,55291389,889,*,889,96,0.701912261,0.883844242,0.107986502,5.43E-69,CpGisland,PromF4,NA
cg01994205,4.59344214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg01994205,OBI1-AS1,OBI1-AS1_fiveUTR,chr13,79177467,79177468,51,-,5' UTR,13,78628990,79191460,562471,1,100874222,uc001vku.1,548477,ENSG00000234377,OBI1 antisense RNA 1,uc001vku.1;uc001vkv.3,100874222;5457,0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,13,79177462,79177704,243,*,243,38,0.744855967,1.137472284,0.156378601,1.17E-34,CpGisland,BivProm1,NA
cg16726355,NA,NA,-4.643179296,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg16726355,EIF4G3,EIF4G3_Promoter,chr1,21502865,21502866,50,-,Promoter (<=1kb),1,21132785,21503381,370597,2,8672,uc001bee.3,466,ENSG00000075151,eukaryotic translation initiation factor 4 gamma 3,uc001bee.3;uc001bef.3;uc001beh.3,8672;8672;8672,0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Promoter,1,21502490,21502997,508,*,508,56,0.742125984,0.810207337,0.11023622,4.45E-41,CpGisland,TSS2,Low_complexity
cg05247547,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061300965,NA,NA,Homo_sapiens.hg19,cg05247547,UTY,UTY_Exon,chrY,15409629,15409630,51,-,"Exon (uc004fsw.1/7404, exon 15 of 18)",24,15346461,15471043,124583,2,7404,uc004fsw.1,61364,ENSG00000183878,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",uc004fsw.1;uc022cjk.2;uc004fsx.2;uc022cjl.2;uc022cjm.2;uc022cjn.2;uc022cjo.2;uc022cjp.2;uc022cjq.2;uc022cjr.2;uc022cjs.2;uc022cjt.2;uc022cju.2;uc022cjv.2;uc022cjw.2;uc022cjx.2;uc022cjy.2;uc022cjz.2;uc022cka.2;uc022ckb.2;uc022ckc.2;uc022ckd.2;uc022cke.2;uc022ckf.2;uc022ckg.2;uc022ckh.2;uc022cki.2;uc022ckj.2;uc022ckk.2;uc022ckm.2;uc022ckn.2;uc022cko.2;uc022ckp.2;uc022ckq.2;uc022ckr.2;uc022cks.2;uc022ckt.2;uc022cku.2;uc022ckv.2;uc022ckw.2;uc022ckx.2;uc022cky.2;uc022ckz.2;uc022clb.2;uc022coc.2;uc022cod.2;uc031tky.1;uc004fsy.3;uc022clc.1;uc022cld.1;uc022cle.1;uc022clf.1;uc022clg.1;uc022clh.1;uc022cli.1;uc022clj.1;uc022cll.1;uc022clm.1;uc022cln.1;uc022clo.1;uc022clp.1;uc022clq.1;uc022clr.1;uc022cls.1;uc022clt.1;uc022clu.1;uc022clv.1;uc022clw.1;uc022clx.1;uc022cly.1;uc022clz.1,7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404;7404,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx6,NA
cg22901840,NA,NA,NA,NA,NA,NA,NA,0.364881517,0.036185826,NA,NA,NA,Homo_sapiens.hg19,cg22901840,GNG12-AS1,GNG12-AS1_Exon,chr1,68512777,68512778,51,-,"Exon (uc001ded.3/9077, exon 2 of 2)",1,68297971,68668670,370700,1,100289178,uc001deb.2,214806,ENSG00000232284,"GNG12, DIRAS3 and WLS antisense RNA 1",uc001deb.2;uc001dec.2;uc001ded.3,100289178;100289178;9077,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,1,68512777,68512935,159,*,159,15,0.622641509,0.973469388,0.094339623,2.60E-10,CpGisland,BivProm3,NA
cg21037776,NA,-60.00210034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg21037776,CACNA1G,CACNA1G_Intron,chr17,48687225,48687226,51,+,"Intron (uc002irj.2/8913, intron 24 of 34)",17,48638429,48704832,66404,1,8913,uc002irj.2,48746,ENSG00000006283,calcium voltage-gated channel subunit alpha1 G,uc002irj.2;uc002irk.2;uc002irl.2;uc002irm.2;uc002irn.2;uc002iro.2;uc002irp.2;uc002irr.2;uc002irs.2;uc002irt.2;uc002iru.2;uc002irv.2;uc002irw.2;uc002irx.2;uc002iry.2;uc002irz.2;uc002isa.2;uc002isb.2;uc002isc.2;uc002isd.2;uc002ise.2;uc002isf.2;uc002isg.2;uc002ish.2;uc002isi.2;uc031rde.1;uc002isj.3,8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913;8913,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,17,48687174,48687355,182,*,182,12,0.615384615,0.696650718,0.065934066,1.33E-06,CpGisland,ReprPC7,NA
cg25131378,NA,NA,NA,NA,NA,NA,NA,-0.488785155,-0.025612982,NA,NA,NA,Homo_sapiens.hg19,cg25131378,SENCR,SENCR_fiveUTR,chr11,128564177,128564178,50,+,5' UTR,11,128561567,128565918,4352,2,100507392,uc001qel.3,1741,ENSG00000254703,smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA,uc001qel.3;uc010sbt.2;uc009zci.3;uc010sbu.2;uc010sbv.2,100507392;2313;2313;2313;2313,0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,11,128563956,128564627,672,*,672,74,0.726190476,0.839333637,0.110119048,4.94E-54,CpGisland,PromF5,NA
cg04304770,1.452568672,NA,44.17780504,24.54989464,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg04304770,TBX2,TBX2_fiveUTR,chr17,59477266,59477267,51,-,Promoter (<=1kb),17,59477257,59486485,9229,1,6909,uc002ize.3,9,ENSG00000121068,T-box transcription factor 2,uc002ize.3;uc002izg.3;uc010wox.2,6909;6909;6909,0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,17,59477266,59477861,596,*,596,94,0.802013423,0.989176687,0.157718121,1.70E-85,CpGisland,BivProm1,NA
cg23174377,NA,NA,NA,NA,NA,NA,NA,-0.180722075,-0.040402625,NA,NA,NA,Homo_sapiens.hg19,cg23174377,TET3,TET3_Exon,chr2,74274451,74274452,51,+,"Exon (uc002skb.5/200424, exon 3 of 11)",2,74213531,74335302,121772,1,200424,uc002skb.5,60870,ENSG00000187605,tet methylcytosine dioxygenase 3,uc002skb.5;uc010fez.3;uc031roi.1,200424;200424;200424,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx3,NA
cg10153029,NA,NA,0.069527351,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg10153029,TANC2,TANC2_Exon,chr17,61490050,61490051,50,-,"Exon (uc002jao.4/26115, exon 8 of 12)",17,61086898,61505067,418170,1,26115,uc002jal.4,403154,ENSG00000170921,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",uc002jal.4;uc010wpe.2;uc002jao.4,26115;26115;26115,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx5,NA
cg24314234,NA,NA,NA,NA,NA,NA,NA,0.019544919,NA,NA,NA,NA,Homo_sapiens.hg19,cg24314234,TBCA,TBCA_Intergenic_upstream,chr5,77142518,77142519,50,-,Distal Intergenic,5,76986995,77072185,85191,2,6902,uc003kfh.1,-70333,ENSG00000171530,tubulin folding cofactor A,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg14306812,NA,NA,NA,NA,NA,NA,NA,0.214796174,NA,NA,NA,NA,Homo_sapiens.hg19,cg14306812,LPP-AS2,LPP-AS2_Exon,chr3,187871538,187871539,50,+,Promoter (<=1kb),3,187868994,187871876,2883,2,339929,uc021xip.1,288,ENSG00000270959,LPP antisense RNA 2,uc021xip.1;uc011bsg.2,339929;4026,0;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,3,187871453,187871657,205,*,205,17,0.673170732,0.733375421,0.082926829,1.07E-10,CpGisland,PromF4,NA
cg15564505,1.598520987,NA,NA,0.558120386,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg15564505,PAX2,PAX2_Promoter,chr10,102496700,102496701,50,-,Promoter (8-9kb),10,102505468,102589698,84231,1,5076,uc010qps.2,-8817,ENSG00000075891,paired box 2,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg21421628,NA,NA,NA,NA,NA,NA,-0.643237247,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg21421628,MIR4294,MIR4294_Intergenic_upstream,chr10,50210405,50210406,50,+,Distal Intergenic,10,50193557,50193632,76,2,100422895,uc021ppz.1,-16724,ENSG00000264800,microRNA 4294,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA15,NA
cg19399365,NA,NA,97.60401275,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg19399365,GREM1,GREM1_threeUTR,chr15,33009962,33009963,51,-,Promoter (<=1kb),15,33010205,33026870,16666,1,26585,uc010uby.2,-243,ENSG00000166923,"gremlin 1, DAN family BMP antagonist",uc001zhd.2;uc001zhe.2;uc010uby.2,26585;26585;26585,0;0;0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,threeUTR,15,33009886,33011188,1303,*,1303,155,0.708365311,0.951901777,0.118956255,3.89E-118,CpGisland,TSS2,NA
cg13819633,NA,NA,NA,NA,NA,NA,NA,-0.991195047,-0.126241476,NA,NA,NA,Homo_sapiens.hg19,cg13819633,KLF9,KLF9_Exon,chr9,73027868,73027869,50,-,"Exon (uc004aht.3/687, exon 1 of 2)",9,72999513,73029573,30061,2,687,uc004aht.3,1706,ENSG00000119138,Kruppel like factor 9,uc004aht.3,687,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF3,NA
cg20043130,NA,NA,0.16069947,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg20043130,KLF4,KLF4_Intergenic_upstream,chr9,110911821,110911822,50,-,Distal Intergenic,9,110247133,110252047,4915,2,9314,uc004bdg.3,-659824,ENSG00000136826,Kruppel like factor 4,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk3,NA
