"var","Coef.Universal3_Age.LogLinearRelAdult","Coef.Universal2_RelativeAge","Coef.CHR","Coef.bp_hg38","Coef.Gene","Coef.Gene.hg19","Coef.ENTREZID","Coef.conservationInMouse","Coef.GeneRegionID","Coef.annotation","Coef.CHR_mm10","Coef.bp_mm10","Coef.Gene_mm10"
"cg24148137",-0.012365809,NA,"1",166166208,"FAM78B","FAM78B",149297,"conserved gene and region in mouse and human","FAM78B_Exon","Promoter (<=1kb)","1",167001605,"Fam78b"
"cg13233081",-0.003364372,NA,"2",176818200,"LINC01117","LINC01116",102724224,"mapped to different gene in human and mouse","LINC01117_Intron","Intron (ENST00000652227.1/102724224, intron 5 of 5)","2",75314961,"Gm18494"
"cg18141557",0.128817887,NA,"2",104855768,"POU3F3","POU3F3",5455,"conserved gene and region in mouse and human","POU3F3_Exon","Exon (ENST00000361360.4/5455, exon 1 of 1)","1",42697400,"Pou3f3"
"cg23128382",-0.264275205,NA,"11",59615345,"OSBP","OSBP",5007,"mapped in human, not mapped in mouse","OSBP_Exon","Promoter (<=1kb)","19",11966253,"Osbp"
"cg22063749",-0.006761592,NA,"10",73519952,"PPP3CB-AS1","USP54",101929145,"mapped to different gene in human and mouse","PPP3CB-AS1_Exon","Exon (ENST00000600206.5/101929145, exon 4 of 4)","14",20565023,"Usp54"
"cg18169540",0.047918741,NA,"3",184170708,"DVL3","DVL3",1857,"mapped in human, not mapped in mouse","DVL3_Exon","Exon (ENST00000313143.9/1857, exon 15 of 15)","16",20531469,"Dvl3"
"cg11254527",0.080294523,NA,"1",35408094,"ZMYM4","ZMYM4",9202,"conserved gene and region in mouse and human","ZMYM4_Exon","Exon (ENST00000314607.11/9202, exon 26 of 30)","4",126877693,"Zmym4"
"cg25073174",0.002404314,NA,"7",105639406,"ATXN7L1","ATXN7L1",222255,"conserved gene and region in mouse and human","ATXN7L1_Intron","Intron (ENST00000419735.7/222255, intron 6 of 11)","12",33345053,"Atxn7l1"
"cg25468783",0.403062633,NA,"7",151136533,"AGAP3","AGAP3",116988,"conserved gene but different region in human and mouse","AGAP3_Exon","Exon (ENST00000467250.1/116988, exon 2 of 2)","5",24495255,"Agap3"
"cg20726505",-0.217732599,NA,"7",104328818,"LHFPL3","LHFPL3",375612,"conserved gene but different region in human and mouse","LHFPL3_fiveUTR","Promoter (<=1kb)","5",22746219,"Lhfpl3"
"cg26154615",0.028267114,NA,"7",70446597,"AUTS2","AUTS2",26053,"mapped in human, not mapped in mouse","AUTS2_Intron","Intron (ENST00000644939.1/26053, intron 5 of 18)",NA,NA,NA
"cg26472530",0.11617635,NA,"5",93585332,"NR2F1-AS1","NR2F1",441094,"mapped to different gene in human and mouse","NR2F1-AS1_Exon","Promoter (<=1kb)","13",78198273,"Nr2f1"
"cg15741341",-0.011315598,NA,"4",65490521,"EPHA5","EPHA5",2044,"conserved gene and region in mouse and human","EPHA5_Exon","Exon (ENST00000273854.7/2044, exon 5 of 18)","5",84233727,"Epha5"
"cg23627331",0.068874785,NA,"2",162188580,"FAP","FAP",2191,"conserved gene and region in mouse and human","FAP_Intron","Intron (ENST00000422436.5/2191, intron 6 of 12)","2",62517934,"Fap"
"cg13705955",0.003423817,NA,"1",54258201,"SSBP3","SSBP3",23648,"conserved gene and region in mouse and human","SSBP3_Intron","Intron (ENST00000326956.11/23648, intron 2 of 13)","4",107027164,"Ssbp3"
"cg14258341",-0.070259047,NA,"1",46448351,"LINC01398","FAAHP1",101929651,"mapped to different gene in human and mouse","LINC01398_Intron","Intron (ENST00000635298.1/729041, intron 1 of 3)","4",115979617,"Faah"
"cg03513784",-0.015031399,NA,"8",25909498,"EBF2","PPP2R2A",64641,"conserved gene and region in mouse and human","EBF2_Intron","Intron (ENST00000520164.6/64641, intron 6 of 15)","14",67370756,"Ebf2"
"cg12394655",-0.087890496,NA,"5",88666933,"MIR9-2","LINC00461",407047,"mapped to different gene in human and mouse","MIR9-2_Exon","Promoter (<=1kb)","13",83738811,"Gm6411"
"cg00292639",-0.158644765,NA,"3",52393402,"DNAH1","DNAH1",25981,"conserved gene and region in mouse and human","DNAH1_Exon","Exon (ENST00000420323.6/25981, exon 66 of 78)","14",31265961,"Dnah1"
"cg17215796",-0.010448122,NA,"6",72266042,"RIMS1","RIMS1",22999,"mapped in human, not mapped in mouse","RIMS1_Exon","Exon (ENST00000491071.6/22999, exon 20 of 28)",NA,NA,NA
"cg00493843",0.118059695,NA,"1",39898349,"MYCL","MYCL",4610,"conserved gene and region in mouse and human","MYCL_Intron","Intron (ENST00000418255.1/ENST00000418255.1, intron 1 of 1)","4",122999527,"Mycl"
"cg18679961",-0.000740747,NA,"2",59924543,"MIR4432HG","MIR4432",106660609,"mapped in human, not mapped in mouse","MIR4432HG_Intron","Intron (ENST00000606382.1/ENST00000606382.1, intron 1 of 3)",NA,NA,NA
"cg02471195",0.108796337,NA,"2",143594437,"ARHGAP15","ARHGAP15",55843,"conserved gene and region in mouse and human","ARHGAP15_Intron","Intron (ENST00000295095.11/55843, intron 11 of 13)","2",44208337,"Arhgap15"
"cg13313332",-0.070683094,NA,"14",21263267,"HNRNPC","HNRNPC",3183,"mapped in human, not mapped in mouse","HNRNPC_fiveUTR","5' UTR",NA,NA,NA
"cg08849105",-0.084105504,NA,"18",32770558,"KLHL14","KLHL14",57565,"conserved gene and region in mouse and human","KLHL14_Exon","Exon (ENST00000359358.9/57565, exon 2 of 9)","18",21652335,"Klhl14"
"cg05322294",-0.006753101,NA,"2",144520585,"ZEB2-AS1","ZEB2-AS1",100303491,"mapped to different gene in human and mouse","ZEB2-AS1_fiveUTR","5' UTR","2",45113445,"Zeb2"
"cg02172466",0.026334358,NA,"1",10647946,"CASZ1","CASZ1",54897,"mapped in human, not mapped in mouse","CASZ1_Exon","Exon (ENST00000606802.1/ENST00000606802.1, exon 2 of 2)","4",148944450,"Casz1"
"cg23059642",0.578902175,NA,"7",69599955,"AUTS2","AUTS2",26053,"mapped in human, not mapped in mouse","AUTS2_Exon","Exon (ENST00000644939.1/26053, exon 1 of 19)",NA,NA,NA
"cg11997199",-0.174165582,NA,"20",45962112,"ZNF335","ZNF335",63925,"conserved gene and region in mouse and human","ZNF335_Exon","Exon (ENST00000322927.3/63925, exon 10 of 28)","2",164901460,"Zfp335"
"cg12945551",-0.00047052,NA,"20",52615822,"LINC01524","TSHZ2",101927700,"mapped to different gene in human and mouse","LINC01524_Intron","Intron (ENST00000656501.1/101927700, intron 4 of 4)","2",169296926,"Gm11011"
"cg09108310",-0.4180349,NA,"7",131107319,"LINC-PINT","LINC-PINT",378805,"mapped to different gene in human and mouse","LINC-PINT_Promoter","Promoter (<=1kb)","6",31217659,"Gm13835"
"cg25323457",-0.038107517,NA,"1",26723984,"ARID1A","ARID1A",8289,"conserved gene and region in mouse and human","ARID1A_Intron","Intron (ENST00000430799.7/8289, intron 1 of 19)","4",133729480,"Arid1a"
"cg07071132",0.117906669,NA,"2",176136390,"HOXD-AS2","HOXD-AS2",100506783,"mapped to different gene in human and mouse","HOXD-AS2_Promoter","Promoter (<=1kb)","2",74711739,"Hoxd3"
"cg21871906",-0.100297555,NA,"3",169241235,"MECOM","MECOM",2122,"mapped in human, not mapped in mouse","MECOM_Intron","Intron (ENST00000651503.2/2122, intron 2 of 16)",NA,NA,NA
"cg18188156",-0.084773865,NA,"20",21233098,"KIZ","KIZ",55857,"conserved gene and region in mouse and human","KIZ_Intron","Intron (ENST00000619574.4/55857, intron 9 of 10)","2",146956567,"Kiz"
"cg18851565",0.114777653,NA,"20",47238847,"ZMYND8","ZMYND8",23613,"conserved gene and region in mouse and human","ZMYND8_Exon","Exon (ENST00000311275.11/23613, exon 15 of 22)","2",165807626,"Zmynd8"
"cg06158983",0.153012833,NA,"2",50054993,"NRXN1","NRXN1",9378,"mapped in human, not mapped in mouse","NRXN1_Exon","Exon (ENST00000401669.7/9378, exon 20 of 23)","17",90163830,"Nrxn1"
"cg01846532",-0.137163732,NA,"2",143390235,"ARHGAP15","ARHGAP15",55843,"mapped in human, not mapped in mouse","ARHGAP15_Intron","Intron (ENST00000552641.5/55843, intron 6 of 7)","2",44017425,"Arhgap15"
"cg02553441",-0.017165325,NA,"10",91493494,"HECTD2","HECTD2-AS1",143279,"conserved gene but different region in human and mouse","HECTD2_Exon","Exon (ENST00000446394.5/143279, exon 15 of 22)","19",36606460,"Hectd2"
"cg00114412",-0.060647394,NA,"14",72553316,"RGS6","RGS6",9628,"mapped in human, not mapped in mouse","RGS6_threeUTR","3' UTR","12",83150211,"Rgs6"
"cg24707133",-0.058603395,NA,"19",40807237,"RAB4B-EGLN2","RAB4B-EGLN2",100529264,"mapped to different gene in human and mouse","RAB4B-EGLN2_threeUTR","3' UTR","7",27159823,"Egln2"
"cg16390944",0.777365974,NA,"1",54407686,"SSBP3","SSBP3",23648,"conserved gene but different region in human and mouse","SSBP3_Intron","Intron (ENST00000525990.1/23648, intron 1 of 8)","4",106910374,"Ssbp3"
"cg07800922",0.111209508,NA,"14",97311079,"LINC02325","LINC02291",101929241,"mapped in human, not mapped in mouse","LINC02325_Intergenic_upstream","Distal Intergenic","12",106389604,"Gm3191"
"cg01209550",-0.006643228,NA,"17",48615964,"HOXB7","HOXB8",3217,"mapped to different gene in human and mouse","HOXB7_Intron","Intron (ENST00000567101.2/3217, intron 1 of 1)","11",96281694,"Hoxb8"
"cg10707234",-0.094207089,NA,"14",58298515,"ARID4A","ARID4A",5926,"conserved gene but different region in human and mouse","ARID4A_fiveUTR","Promoter (<=1kb)","12",71015977,"Arid4a"
"cg11642756",-0.056704496,NA,"19",13022960,"NFIX","NFIX",4784,"conserved gene and region in mouse and human","NFIX_Intron","Intron (ENST00000397661.6/4784, intron 1 of 9)","8",84774583,"Nfix"
"cg24713486",-0.013519039,NA,"4",15008358,"C1QTNF7-AS1","CPEB2",101929095,"mapped to different gene in human and mouse","C1QTNF7-AS1_Exon","Exon (ENST00000507071.6/132864, exon 3 of 11)","5",43238395,"Cpeb2"
"cg15855274",0.016753779,NA,"2",176136510,"HOXD-AS2","HOXD-AS2",100506783,"mapped to different gene in human and mouse","HOXD-AS2_Promoter","Promoter (<=1kb)","2",74711859,"Hoxd3"
"cg01797373",-0.002763532,NA,"X",136169556,"FHL1","FHL1",2273,"mapped in human, not mapped in mouse","FHL1_fiveUTR","5' UTR",NA,NA,NA
"cg13959241",-0.000364898,NA,"9",136012869,"NACC2","NACC2",138151,"conserved gene but different region in human and mouse","NACC2_Intron","Intron (ENST00000371753.5/138151, intron 4 of 4)","2",26061225,"Nacc2"
"cg00650422",0.148391343,NA,"14",60723254,"SIX4","SIX4",51804,"conserved gene and region in mouse and human","SIX4_Exon","Exon (ENST00000216513.5/51804, exon 1 of 3)","12",73112385,"Six4"
"cg17369088",-0.071507012,NA,"17",30117050,"NSRP1","MIR423",84081,"mapped in human, not mapped in mouse","NSRP1_fiveUTR","5' UTR",NA,NA,NA
"cg23207462",-0.428984257,NA,"2",66435465,"MEIS1","MEIS1",4211,"conserved gene and region in mouse and human","MEIS1_fiveUTR","5' UTR","11",19018633,"Meis1"
"cg05111574",-0.048398641,NA,"9",20619597,"MLLT3","MLLT3",4300,"conserved gene and region in mouse and human","MLLT3_Intron","Intron (ENST00000380338.9/4300, intron 2 of 10)","4",88030488,"Mllt3"
"cg06799948",0.488363422,NA,"9",14314636,"NFIB","NFIB",4781,"conserved gene and region in mouse and human","NFIB_Intron","Intron (ENST00000635877.1/4781, intron 1 of 9)","4",82505824,"Nfib"
"cg21197642",0.00383795,NA,"1",2892405,"TTC34","TTC34",100287898,"conserved gene and region in mouse and human","TTC34_Intergenic_upstream","Distal Intergenic","4",154771787,"Ttc34"
"cg19691778",-0.012920182,NA,"8",96145528,"GDF6","GDF6",392255,"conserved gene and region in mouse and human","GDF6_Intron","Intron (ENST00000287020.7/392255, intron 1 of 1)","4",9859330,"Gdf6"
"cg02553697",0.004054561,NA,"4",150794947,"LRBA","LRBA",987,"conserved gene and region in mouse and human","LRBA_Intron","Intron (ENST00000651943.1/987, intron 34 of 56)","3",86379109,"Lrba"
"cg14023941",-0.136016046,NA,"16",73505145,"ZFHX3","LINC01568",463,"conserved gene and region in mouse and human","ZFHX3_Intron","Intron (ENST00000641206.2/463, intron 2 of 17)","8",108281792,"Zfhx3"
"cg16925789",-0.033470309,NA,"11",64632811,"NRXN2","NRXN2",9379,"mapped in human, not mapped in mouse","NRXN2_Intron","Intron (ENST00000301894.6/9379, intron 2 of 6)",NA,NA,NA
"cg07978738",-0.072963527,NA,"10",114538580,"ABLIM1","ABLIM1",3983,"mapped in human, not mapped in mouse","ABLIM1_Intron","Intron (ENST00000392955.7/3983, intron 6 of 22)",NA,NA,NA
"cg18974733",-0.002108245,NA,"10",68337928,"HNRNPH3","HNRNPH3",3189,"conserved gene and region in mouse and human","HNRNPH3_Exon","Exon (ENST00000469172.5/3189, exon 2 of 8)","10",63018827,"Hnrnph3"
"cg07373156",-0.010921079,NA,"17",48615626,"HOXB7","HOXB8",3217,"mapped to different gene in human and mouse","HOXB7_Intron","Intron (ENST00000567101.2/3217, intron 1 of 1)","11",96282032,"Hoxb8"
"cg19275555",0.032906195,NA,"10",75613828,"LRMDA","LRMDA",83938,"conserved gene and region in mouse and human","LRMDA_Intron","Intron (ENST00000611255.5/83938, intron 2 of 6)","14",22168233,"Lrmda"
"cg21086539",-0.138375644,NA,"17",2179694,"SMG6","SMG6",23293,"conserved gene and region in mouse and human","SMG6_Intron","Intron (ENST00000263073.11/23293, intron 12 of 18)","11",75047372,"Smg6"
"cg07172031",-0.139393158,NA,"15",72544887,"ARIH1","ARIH1",25820,"conserved gene and region in mouse and human","ARIH1_Exon","Exon (ENST00000379887.9/25820, exon 3 of 14)","9",59436847,"Arih1"
"cg11417778",0.53508254,NA,"21",32755277,"PAXBP1","PAXBP1",94104,"conserved gene and region in mouse and human","PAXBP1_Exon","Exon (ENST00000331923.9/94104, exon 8 of 18)","16",91030480,"Paxbp1"
"cg02270238",-0.019930954,NA,"1",23696379,"RPL11","RPL11",6135,"mapped in human, not mapped in mouse","RPL11_threeUTR","3' UTR",NA,NA,NA
"cg10426441",0.007289339,NA,"X",53083258,"TSPYL2","TSPYL2",64061,"conserved gene and region in mouse and human","TSPYL2_Exon","Promoter (<=1kb)","X",152341586,"Tspyl2"
"cg25530799",0.001232845,NA,"2",144615974,"TEX41","TEX41",401014,"mapped to different gene in human and mouse","TEX41_Intergenic_upstream","Distal Intergenic","2",45205900,"Zeb2"
"cg15301611",0.038017238,NA,"6",108114691,"OSTM1","OSTM1",28962,"conserved gene and region in mouse and human","OSTM1_Intron","Intron (ENST00000440575.6/28962, intron 2 of 6)","10",42636444,"Ostm1"
"cg06807725",0.014084636,NA,"2",170214765,"MYO3B","MYO3B",140469,"mapped in human, not mapped in mouse","MYO3B_Exon","Exon (ENST00000409940.6/140469, exon 5 of 30)","2",70105690,"Myo3b"
"cg20896439",-0.401476283,NA,"14",69260375,"GALNT16","GALNT16",57452,"conserved gene and region in mouse and human","GALNT16_Exon","Promoter (<=1kb)","12",80519253,"Galnt16"
"cg17820491",-0.085017091,NA,"6",77462515,"HTR1B","HTR1B",3351,"conserved gene and region in mouse and human","HTR1B_Exon","Exon (ENST00000369947.4/3351, exon 1 of 1)","9",81631676,"Htr1b"
"cg24080303",-0.104404456,NA,"19",1425903,"DAZAP1","DAZAP1",26528,"conserved gene and region in mouse and human","DAZAP1_Exon","Exon (ENST00000336761.10/26528, exon 7 of 13)","10",80280954,"Dazap1"
"cg11214667",-0.044423093,NA,"17",48615968,"HOXB7","HOXB8",3217,"mapped to different gene in human and mouse","HOXB7_Intron","Intron (ENST00000567101.2/3217, intron 1 of 1)","11",96281690,"Hoxb8"
"cg11407867",-0.685978061,NA,"17",28191075,"NLK","NLK",51701,"conserved gene and region in mouse and human","NLK_Exon","Exon (ENST00000407008.8/51701, exon 9 of 11)","11",78572376,"Nlk"
"cg17942396",-0.024172757,NA,"5",174734038,"MSX2","MSX2",4488,"conserved gene and region in mouse and human","MSX2_Intergenic_downstream","Distal Intergenic","13",53463990,"Msx2"
"cg08375909",-0.030372929,NA,"3",71004785,"FOXP1","FOXP1",27086,"mapped to different gene in human and mouse","FOXP1_Exon","Exon (ENST00000647741.1/27086, exon 1 of 10)","6",98969775,"Foxp1"
"cg09462662",-0.015136679,NA,"22",40261868,"TNRC6B","TNRC6B",23112,"conserved gene and region in mouse and human","TNRC6B_Exon","Exon (ENST00000301923.13/23112, exon 7 of 24)","15",80876353,"Tnrc6b"
"cg06459870",-0.067471905,NA,"19",1425865,"DAZAP1","DAZAP1",26528,"conserved gene but different region in human and mouse","DAZAP1_Intron","Intron (ENST00000336761.10/26528, intron 6 of 12)","10",80280916,"Dazap1"
"cg16981766",0.009542793,NA,"2",206062971,"INO80D","INO80D",54891,"conserved gene and region in mouse and human","INO80D_fiveUTR","5' UTR","1",63093505,"Ino80d"
"cg23692250",-0.08995358,NA,"1",60936285,"NFIA-AS2","NFIA",100996570,"mapped to different gene in human and mouse","NFIA-AS2_Intron","Intron (ENST00000371191.5/4774, intron 1 of 10)","4",97648988,"E130114P18Rik"
"cg05736341",0.082337273,NA,"3",18370871,"SATB1","SATB1",6304,"conserved gene but different region in human and mouse","SATB1_Intron","Intron (ENST00000414318.2/9779, intron 1 of 8)","17",51761470,"Satb1"
"cg16848740",0.048442105,NA,"7",27184373,"HOXA11","HOXA11",3207,"conserved gene but different region in human and mouse","HOXA11_Promoter","Promoter (<=1kb)","6",52244948,"Hoxa11"
"cg09642734",-0.065665659,NA,"1",155007795,"ZBTB7B","ZBTB7B",51043,"mapped in human, not mapped in mouse","ZBTB7B_Intron","Intron (ENST00000417934.6/51043, intron 1 of 4)","3",89388223,"Zbtb7b"
"cg11864223",-0.102898692,NA,"7",27165020,"HOXA10-HOXA9","HOXA10-HOXA9",100534589,"mapped to different gene in human and mouse","HOXA10-HOXA9_Exon","Exon (ENST00000343483.7/3205, exon 1 of 2)","6",52225670,"Hoxa9"
"cg25172570",-0.364442137,NA,"11",3760548,"NUP98","NUP98",4928,"conserved gene and region in mouse and human","NUP98_Exon","Exon (ENST00000359171.8/4928, exon 10 of 33)","7",102180437,"Nup98"
"cg03225070",-0.035954055,NA,"5",177456945,"DBN1","DBN1",1627,"mapped in human, not mapped in mouse","DBN1_threeUTR","3' UTR","13",55473733,"Dbn1"
"cg07476673",0.257431391,NA,"6",170293832,"DLL1","DLL1",28514,"conserved gene but different region in human and mouse","DLL1_Intron","Intron (ENST00000630384.2/84498, intron 1 of 10)","17",15378866,"Dll1"
"cg24787338",0.044447569,NA,"14",52950527,"FERMT2","FERMT2",10979,"conserved gene and region in mouse and human","FERMT2_Exon","Promoter (<=1kb)","14",45529540,"Fermt2"
"cg14397160",0.089876334,NA,"7",70132461,"AUTS2","AUTS2",26053,"mapped in human, not mapped in mouse","AUTS2_Intron","Intron (ENST00000644939.1/26053, intron 3 of 18)",NA,NA,NA
"cg16986738",-0.044528166,NA,"12",2633643,"CACNA1C","CACNA1C",775,"mapped in human, not mapped in mouse","CACNA1C_Exon","Exon (ENST00000347598.9/775, exon 31 of 49)",NA,NA,NA
"cg26659116",-0.077821475,NA,"5",61472848,"ZSWIM6","ZSWIM6",57688,"conserved gene and region in mouse and human","ZSWIM6_Exon","Exon (ENST00000252744.6/57688, exon 2 of 14)","13",107787841,"Zswim6"
"cg25326872",-0.072806719,NA,"X",40005294,"BCOR","BCOR",54880,"mapped in human, not mapped in mouse","BCOR_Intergenic_downstream","Distal Intergenic","X",11998293,"Gm14512"
"cg13581054",-0.096933726,NA,"1",38134567,"MIR3659","MIR3659",100500801,"mapped to different gene in human and mouse","MIR3659_Intron","Intron (ENST00000641212.1/ENST00000641212.1, intron 2 of 4)","4",124575332,"Pou3f1"
"cg10945667",-0.400708539,NA,"13",91347608,"MIR17HG","MIR17HG",407975,"mapped to different gene in human and mouse","MIR17HG_Promoter","Promoter (<=1kb)","14",115040890,"Gpc5"
"cg06679388",-0.096788269,NA,"4",140094103,"MAML3","MAML3",55534,"conserved gene and region in mouse and human","MAML3_Intron","Intron (ENST00000509479.6/55534, intron 1 of 4)","3",52046281,"Maml3"
"cg13943045",-0.055736719,NA,"13",57666442,"PCDH17","PCDH17",27253,"conserved gene and region in mouse and human","PCDH17_Intron","Intron (ENST00000377918.8/27253, intron 1 of 3)","14",84477296,"Pcdh17"
"cg00296110",-0.178103835,NA,"5",139759648,"PSD2-AS1","PSD2",101929696,"mapped to different gene in human and mouse","PSD2-AS1_Intergenic_upstream","Distal Intergenic","18",35933702,"Psd2"
"cg04533279",-0.149080119,NA,"3",49999414,"RBM6","RBM6",10180,"conserved gene and region in mouse and human","RBM6_Intron","Intron (ENST00000442092.5/10180, intron 2 of 16)","9",107833532,"Rbm6"
"cg02007453",-0.042590582,NA,"2",172085716,"DLX1","DLX1",1745,"mapped to different gene in human and mouse","DLX1_Exon","Promoter (<=1kb)","2",71530032,"Dlx1"
"cg00935831",0.180607573,NA,"1",44603247,"RNF220","RNF220",55182,"conserved gene and region in mouse and human","RNF220_Intron","Intron (ENST00000355387.6/55182, intron 2 of 14)","4",117317619,"Rnf220"
"cg12967137",0.004198906,NA,"14",28778399,"LINC01551","LINC01551",387978,"mapped in human, not mapped in mouse","LINC01551_Exon","Exon (ENST00000552957.5/387978, exon 4 of 4)",NA,NA,NA
"cg01648457",-0.153026387,NA,"1",1393454,"CCNL2","CCNL2",81669,"mapped in human, not mapped in mouse","CCNL2_threeUTR","3' UTR","4",155817928,"Ccnl2"
"cg14006844",-0.180874786,NA,"14",67473650,"TMEM229B","TMEM229B",161145,"mapped in human, not mapped in mouse","TMEM229B_Exon","Exon (ENST00000555638.5/161145, exon 3 of 9)","12",78964882,"Tmem229b"
"cg11355954",0.17845333,NA,"2",174081855,"OLA1","OLA1",29789,"conserved gene and region in mouse and human","OLA1_Intron","Intron (ENST00000284719.8/29789, intron 8 of 10)","2",73100005,"Ola1"
"cg22825729",-0.280353901,NA,"17",75784934,"MIR4738","UNK",100616282,"mapped to different gene in human and mouse","MIR4738_Exon","Promoter (<=1kb)","11",116030441,"Unk"
"cg14472711",-0.058681895,NA,"14",23068659,"ACIN1","ACIN1",22985,"conserved gene but different region in human and mouse","ACIN1_threeUTR","3' UTR","14",54650875,"Acin1"
"cg04228573",0.322903409,NA,"17",69414658,"MAP2K6","MAP2K6",5608,"conserved gene and region in mouse and human","MAP2K6_Promoter","Promoter (<=1kb)","11",110399083,"Map2k6"
"cg11252613",0.005653898,NA,"4",11869369,"LINC02360","HS3ST1",105374484,"mapped in human, not mapped in mouse","LINC02360_Intergenic_upstream","Distal Intergenic","5",40128859,"Gm2810"
"cg04080945",-0.075854427,NA,"13",72197548,"DACH1","DACH1",1602,"conserved gene and region in mouse and human","DACH1_Intergenic_upstream","Distal Intergenic","14",98536605,"Gm49017"
"cg05506474",-0.044036761,NA,"17",28759735,"FAM222B","FAM222B",55731,"conserved gene and region in mouse and human","FAM222B_fiveUTR","5' UTR","11",78153837,"Fam222b"
"cg24638399",0.016383802,NA,"9",125845524,"PBX3","PBX3",5090,"conserved gene and region in mouse and human","PBX3_Intron","Intron (ENST00000342287.9/5090, intron 2 of 7)","2",34287033,"Pbx3"
"cg22866580",-0.002187559,NA,"12",53990504,"HOXC5","MIR196A2",3222,"conserved gene and region in mouse and human","HOXC5_Intron","Intron (ENST00000513209.1/3222, intron 1 of 1)","15",102972143,"Hoxc5"
"cg15597031",0.119983765,NA,"10",97982587,"CRTAC1","CRTAC1",55118,"conserved gene and region in mouse and human","CRTAC1_Intron","Intron (ENST00000370597.8/55118, intron 2 of 14)","19",42388734,"Crtac1"
"cg15686078",-0.247259164,NA,"10",100668277,"PAX2","PAX2",5076,"conserved gene and region in mouse and human","PAX2_Intergenic_upstream","Distal Intergenic","19",44681887,"Pax2"
"cg16960327",0.056635544,NA,"1",90007481,"ZNF326","ZNF326",284695,"conserved gene and region in mouse and human","ZNF326_Exon","Exon (ENST00000340281.9/284695, exon 5 of 12)","5",105888570,"Zfp326"
"cg05207134",0.390179413,NA,"5",134790076,"DDX46","DDX46",9879,"mapped in human, not mapped in mouse","DDX46_Intron","Intron (ENST00000628477.2/9879, intron 11 of 11)","13",55660323,"Ddx46"
"cg21883915",0.271452209,NA,"15",58890390,"RNF111","SLTM",54778,"mapped to different gene in human and mouse","RNF111_threeUTR","3' UTR","9",70584002,"Sltm"
"cg14988489",-0.06796279,NA,"1",10856467,"CASZ1","CASZ1",54897,"mapped to different gene in human and mouse","CASZ1_Intergenic_upstream","Distal Intergenic","4",148753368,"Casz1"
"cg23274273",-0.063091964,NA,"8",38317888,"NSD3","NSD3",54904,"mapped in human, not mapped in mouse","NSD3_threeUTR","3' UTR","8",25676852,"Nsd3"
"cg08026739",-0.024783201,NA,"9",107638135,"KLF4","KLF4",9314,"conserved gene and region in mouse and human","KLF4_Intergenic_upstream","Distal Intergenic","4",55651603,"Klf4"
"cg16701192",-0.384000583,NA,"7",28409311,"CREB5","CREB5",9586,"conserved gene but different region in human and mouse","CREB5_Intron","Intron (ENST00000396299.6/9586, intron 1 of 9)","6",53287261,"Creb5"
"cg20453574",-0.024023174,NA,"5",66156139,"SREK1","SREK1",140890,"mapped to different gene in human and mouse","SREK1_threeUTR","3' UTR","13",103766959,"Srek1"
"cg27069680",-0.140807518,NA,"X",71129831,"MED12","MED12",9968,"conserved gene and region in mouse and human","MED12_Exon","Exon (ENST00000333646.10/9968, exon 27 of 45)","X",101286176,"Med12"
"cg10013179",-0.061485976,NA,"9",107638123,"KLF4","KLF4",9314,"conserved gene and region in mouse and human","KLF4_Intergenic_upstream","Distal Intergenic","4",55651591,"Klf4"
"cg19111172",-0.080646823,NA,"7",28409306,"CREB5","CREB5",9586,"conserved gene but different region in human and mouse","CREB5_Intron","Intron (ENST00000396299.6/9586, intron 1 of 9)","6",53287256,"Creb5"
"cg24856447",-0.044223318,NA,"12",75848675,"PHLDA1","PHLDA1",22822,"mapped in human, not mapped in mouse","PHLDA1_Intron","Intron (ENST00000552856.1/ENST00000552856.1, intron 1 of 4)",NA,NA,NA
"cg02753151",0.070525764,NA,"19",10642919,"SLC44A2","SLC44A2",57153,"mapped in human, not mapped in mouse","SLC44A2_Exon","Exon (ENST00000586078.5/57153, exon 22 of 22)","9",21353023,"Slc44a2"
"cg25943666",0.238903185,NA,"12",53339083,"SP7","SP7",121340,"conserved gene but different region in human and mouse","SP7_Intron","Intron (ENST00000547755.1/121340, intron 1 of 1)","15",102370930,"Sp7"
"cg23869573",-0.072702424,NA,"16",7710713,"RBFOX1","RBFOX1",54715,"conserved gene but different region in human and mouse","RBFOX1_threeUTR","3' UTR","16",7409781,"Rbfox1"
"cg16697952",0.639392112,NA,"15",60004267,"FOXB1","FOXB1",27023,"mapped to different gene in human and mouse","FOXB1_Exon","Promoter (<=1kb)","9",69760917,"Foxb1"
"cg18221275",0.054334773,NA,"18",46460595,"RNF165","RNF165",494470,"mapped in human, not mapped in mouse","RNF165_threeUTR","3' UTR","18",77458451,"Rnf165"
"cg06059859",-0.290504721,NA,"11",13277797,"ARNTL","ARNTL",406,"conserved gene and region in mouse and human","ARNTL_fiveUTR","Promoter (<=1kb)","7",113207518,"Arntl"
"cg07388493",-0.08473807,NA,"1",39025787,"NDUFS5","NDUFS5",4725,"mapped in human, not mapped in mouse","NDUFS5_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg25118671",-0.000366098,NA,"2",45652096,"PRKCE","PRKCE",5581,"mapped in human, not mapped in mouse","PRKCE_fiveUTR","Promoter (<=1kb)","17",86168588,"Prkce"
